fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
270151597804400653,Direct,2124128,Germany,not available in demo dataset,,,2474,71,,20170404,1491315312,PAGE,,,0,,9181664,Waterproof Gear Bag,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5024679608681889824,Organic Search,3155627,United States,Houston,123390000,1,3899,54,80,20170715,1500148319,PAGE,,,0,,9182569,Google Men's  Zip Hoodie,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9277087807699365026,Organic Search,46551,United States,Palo Alto,,,75,6,,20170522,1495491465,PAGE,,,0,,9182575,Android Men's  Zip Hoodie,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
6238727055806281579,Direct,247432,France,Paris,,,647,5,,20170519,1495194424,PAGE,,,0,,9182575,Android Men's  Zip Hoodie,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5423592976649570115,Social,42645,India,not available in demo dataset,,,132,7,,20170218,1487404887,PAGE,,,0,,9182588,Android Women's Fleece Hoodie,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1541266830764459196,Referral,1549778,United States,San Francisco,,,2180,42,,20170314,1489513212,PAGE,,,0,,9182593,Google Men's Pullover Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
0699976157636552636,Organic Search,371826,Germany,not available in demo dataset,,,388,6,,20170306,1488819251,PAGE,,,0,,9182593,Google Men's Pullover Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7732587129685157308,Organic Search,227064,United States,not available in demo dataset,,,701,10,,20170314,1489506359,PAGE,,,0,,9182593,Google Men's Pullover Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2202664573111437742,Organic Search,240727,United States,not available in demo dataset,,,361,19,,20170310,1489170117,PAGE,,,0,,9182663,Google Women's Short Sleeve Badge Tee Red Heather,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9168169211376831714,Organic Search,1277976,United States,San Francisco,,,1878,20,,20170415,1492256028,PAGE,,,0,,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5943570432517890376,Organic Search,43712,Canada,not available in demo dataset,,,1277,19,,20170203,1486172706,PAGE,,,0,,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8576322827547946074,Direct,133357,United States,not available in demo dataset,,,133,4,,20170414,1492178223,PAGE,,,0,,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7382833428985431536,Referral,812138,United States,Chicago,122390000,1,1296,31,,20170416,1492363119,PAGE,,,0,,9182721,Google Men's 100% Cotton Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8787831631722916694,Referral,12679,Guatemala,not available in demo dataset,,,131,3,,20170218,1487429761,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2870803664675052699,Referral,25002,Singapore,(not set),,,25,2,,20170220,1487646222,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2147744904815697190,Social,37117,Canada,not available in demo dataset,,,37,2,,20170218,1487421671,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9178221796764045442,Organic Search,580038,Taiwan,(not set),,,947,28,,20170408,1491666063,PAGE,,,0,,9182723,Google Men's 100% Cotton Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7152313806704388410,Referral,552887,United States,not available in demo dataset,,,1305,47,,20170604,1496623691,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2870803664675052699,Referral,25002,Singapore,(not set),,,25,2,,20170220,1487646222,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
3173550449318977052,Affiliates,530204,United States,not available in demo dataset,,,681,34,,20170211,1486874198,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1480903445344176459,Organic Search,1073045,Canada,not available in demo dataset,,,1266,41,,20170210,1486744776,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1467123776208186522,Referral,185172,United States,Mountain View,,,576,11,,20170602,1496441320,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
0533002805635095618,Direct,29041,United States,not available in demo dataset,,,41,4,,20170220,1487650098,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
200484347423235614,Referral,113716,United States,New York,,,330,19,,20170106,1483733382,PAGE,,,0,,9182743,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9476348446859765776,Organic Search,464668,United States,not available in demo dataset,,,493,20,,20170216,1487274886,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2295899904627923606,Organic Search,195408,United States,not available in demo dataset,,,373,9,22,20170716,1500241052,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8419756081037021527,Referral,184377,Switzerland,Zurich,,,308,5,,20170216,1487291809,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1392300334983707070,Organic Search,930039,United States,not available in demo dataset,,,2812,52,45,20170715,1500141923,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7199611745811583535,Referral,95056,United States,Boulder,467600000,1,710,27,,20170104,1483554305,PAGE,,,0,,9182761,Google Women's Yoga Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
4647588580441750841,Direct,2146193,United States,Sunnyvale,,,2736,80,,20170105,1483680801,PAGE,,,0,,9182761,Google Women's Yoga Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9991894785574881952,Direct,131493,United States,Atlanta,,,174,10,,20170209,1486660651,PAGE,,,0,,9182765,Google Women's Convertible Vest-Jacket Sea Foam Green,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7236137462224659682,Direct,841710,United States,Washington,,,1114,22,,20170125,1485332983,PAGE,,,0,,9182771,Google Women's 1/4 Zip Jacket Charcoal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2709295266531200360,Referral,103034,United States,Chicago,,,204,5,,20170207,1486503937,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1555201124395352017,Social,79584,Ukraine,Kiev,,,80,3,,20170223,1487902147,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5888802067059051670,Organic Search,326740,United States,not available in demo dataset,,,368,5,,20170222,1487821132,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
0972701135095018930,Direct,133728,United States,Seattle,,,134,4,1,20170728,1501280014,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
4716992909071963636,Organic Search,44936,Taiwan,not available in demo dataset,,,124,5,,20170201,1485985292,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1477606480597254796,Organic Search,182354,Germany,not available in demo dataset,,,1542,34,,20170201,1485982066,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
199372328838179522,Organic Search,1326186,Canada,Toronto,,,1326,24,,20170108,1483923219,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8074041050560984021,Organic Search,259775,United States,Mountain View,,,2731,39,80,20170726,1501086596,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9220725592862295655,Organic Search,1099402,United States,not available in demo dataset,,,2628,44,69,20170727,1501192301,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8436386941727850000,Organic Search,573916,United States,Sunnyvale,,,682,28,,20170109,1484026446,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
3490247300164616158,Organic Search,1995430,Brazil,not available in demo dataset,,,4914,31,9,20170722,1500760036,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
3612654415521437638,Organic Search,317958,Canada,not available in demo dataset,,,404,13,,20170628,1498717185,PAGE,,,0,,9182784,Google Women's Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1663588776724483567,Referral,42695,Switzerland,not available in demo dataset,51040000,1,421,17,,20170629,1498744975,PAGE,,,0,,9182784,Google Women's Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9147040901883884693,Display,1308248,United States,Sunnyvale,,,1389,25,,20170208,1486625782,PAGE,,,0,,9182785,Google Women's Lightweight Microfleece Jacket,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9797908425913223681,Referral,242287,Japan,not available in demo dataset,,,308,21,,20170208,1486577048,PAGE,,,0,,9182785,Google Women's Lightweight Microfleece Jacket,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2341378980401323198,Organic Search,106145,Ireland,not available in demo dataset,,,1388,32,,20170308,1489006380,PAGE,,,0,,9182838,Google Toddler Short Sleeve T-shirt Yellow,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
4320783551704996160,Referral,1273519,United States,Los Angeles,,,1701,25,,20170506,1494113699,PAGE,,,0,,9182980,Google Pet Feeding Mat,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1943869482822454511,Referral,438957,Germany,not available in demo dataset,,,439,4,1,20170707,1499438987,PAGE,,,0,,9183186,Google G Noise-reducing Bluetooth Headphones,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9191103239009197198,Referral,160173,United States,San Francisco,,,546,15,,20170313,1489465164,PAGE,,,0,,9183186,Google G Noise-reducing Bluetooth Headphones,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
754996305428322594,Organic Search,163342,Hong Kong,Hong Kong,,,183,10,,20170408,1491644157,PAGE,,,0,,9183211,YouTube RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1957458976293878100,Display,4668998,United States,not available in demo dataset,6831960000,1,5466,151,,20170407,1491578402,PAGE,,,0,,9183211,YouTube RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
627998342647039878,Organic Search,481297,Thailand,Bangkok,,,605,29,,20170516,1494921946,PAGE,,,0,,9183212,Android RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
0657364648407623467,Organic Search,711919,United States,not available in demo dataset,,,2120,40,,20170514,1494829392,PAGE,,,0,,9183212,Android RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
4421062057307625296,Organic Search,280706,United States,New York,,,655,14,,20170226,1488158301,PAGE,,,0,,9183213,Android Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
6857808114330834445,Referral,245746,United States,Chicago,,,353,7,,20170425,1493139979,PAGE,,,0,,9183213,Android Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
4784312403795214032,Direct,1511340,United States,Austin,,,1511,2,,20170630,1498882862,PAGE,,,0,,9183214,Google Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1894617860778311526,Organic Search,374805,United States,Chicago,,,664,25,,20170510,1494473850,PAGE,,,0,,9183219,Google Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
8838182569236459287,(Other),117911,Canada,not available in demo dataset,,,118,2,,20170418,1492549912,PAGE,,,0,,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
2324201609630245980,Organic Search,2327333,United States,Houston,108910000,1,4845,114,,20170418,1492523958,PAGE,,,0,,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
7478927596935085715,Direct,0,United States,Goose Creek,,,1151,2,,20170418,1492543687,PAGE,,,0,,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
6242959767156912467,Referral,480404,Singapore,(not set),,,754,23,,20170119,1484882791,PAGE,,,0,,9183229,Nest® Cam Outdoor Security Camera - USA,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5684038220144421116,Organic Search,801885,United States,Mountain View,,,1029,14,,20170225,1488075037,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
5978695388391511791,Referral,124471,United States,not available in demo dataset,,,260,13,,20170228,1488332163,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
9861780131991859576,Social,87801,Bangladesh,(not set),,,151,3,,20170223,1487922966,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,
1804239377906376107,Social,0,Vietnam,not available in demo dataset,,,389,3,1,20170722,1500782958,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,,,/google+redesign/,0,1,
7040959099482116852,Organic Search,91204,Vietnam,not available in demo dataset,,,91,2,,20170427,1493346557,PAGE,,,20990000,,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,,,/google+redesign/,0,1,
8857606652713260627,Organic Search,9743,Vietnam,Ho Chi Minh City,,,231,8,,20161210,1481433482,PAGE,,,99990000,,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),USD,,,,,,,/google+redesign/,0,1,
2675288268782734510,Referral,68534,United States,New York,273000000,1,532,25,78,20170722,1500739387,EVENT,,25,35990000,,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},(not set),USD,,,,,,,/storeitem.html,3,1,
0456807427403774085,Referral,188079,United States,Mountain View,154980000,1,916,43,92,20170712,1499896760,EVENT,,2,44990000,,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},(not set),USD,,,,,,,/storeitem.html,3,1,
9329481831754645981,Organic Search,161895,Vietnam,not available in demo dataset,,,162,10,,20170410,1491831206,PAGE,,,8990000,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,,,/google+redesign/,0,1,
4009212492683421907,Referral,218011,United States,San Francisco,,,1162,61,,20160919,1474322440,EVENT,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,1,1,
4532291238450213115,Display,0,United States,New York,,,,1,,20160808,1470640529,PAGE,,,4000000,,GGOEGAAX0037,Google Sunglasses,Home/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
0873413313017080739,Referral,22988,United States,Santa Clara,,,29,3,,20161004,1475618280,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
0509291892849260639,Referral,251719,United States,Kirkland,,,442,25,,20160928,1475126406,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
3503177740835852213,Referral,249729,United States,New York,19790000,1,955,45,,20161003,1475533717,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1578160320414711416,Referral,51998,United States,New York,,,124,13,,20161003,1475550514,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
0070976956518566605,Referral,1072808,United States,Cambridge,369660000,1,3027,132,,20160926,1474923300,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1057078399235259309,Referral,39183,United States,not available in demo dataset,,,514,34,,20161003,1475479962,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1958027061626351603,Referral,189998,United States,San Francisco,181610000,1,896,61,,20160916,1474037712,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,2,1,
9053770505272120887,Referral,206752,United States,not available in demo dataset,,,424,39,,20161003,1475541872,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1789510369423498801,Organic Search,176395,United States,Mountain View,,,770,24,,20160802,1470181827,PAGE,,,4000000,,GGOEGAAX0037,Google Sunglasses,Home/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
0343138238061206334,Organic Search,264419,United States,not available in demo dataset,,,701,28,,20160916,1474060310,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1958027061626351603,Referral,231313,United States,San Francisco,181610000,1,896,61,,20160916,1474037712,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
4960349981701315143,Referral,172312,United States,Palo Alto,,,216,17,,20161005,1475701220,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
9190832385916027459,Referral,256154,United States,Mountain View,39990000,1,752,26,,20160922,1474571655,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,2,1,
4953199015316377564,Referral,424421,United States,San Francisco,22590000,1,1066,52,,20161005,1475714028,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
5413359006416299167,Referral,156565,United States,not available in demo dataset,,,283,13,,20160924,1474778688,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
7041544863218193468,Referral,280460,United States,Cambridge,,,283,22,,20160921,1474486242,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1637147905663688954,Referral,85963,United States,New York,,,308,16,,20161005,1475686050,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
5902051655357603461,Direct,69031,Saudi Arabia,not available in demo dataset,,,74,5,,20160803,1470266282,PAGE,,,4000000,,GGOEGAAX0037,Google Sunglasses,Home/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
0039844092206555576,Direct,215696,United States,not available in demo dataset,47590000,1,565,29,,20160921,1474502266,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
5988588836839606573,Referral,88142,United States,Seattle,,,88,7,,20160928,1475102708,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
790580805558031379,Referral,119498,United States,New York,,,853,42,,20160920,1474423551,EVENT,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,1,1,
6360539390364065155,Direct,59257,Brazil,Sao Paulo,,,386,13,,20160926,1474910610,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
1695081879416783226,Organic Search,586868,Australia,Sydney,,,734,28,,20160922,1474595274,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
4853489199332079439,Organic Search,50219,United States,not available in demo dataset,,,63,5,,20160916,1474036961,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,2,1,
6446851903014760312,Referral,341883,United States,Mountain View,,,373,36,,20161001,1475345642,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
2603258232396033810,Organic Search,0,Switzerland,Zurich,,,1281,15,,20160819,1471597290,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
6629222786006742715,Organic Search,16523,United States,not available in demo dataset,,,63,7,,20160929,1475163252,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
7523226630572671174,Organic Search,192708,Hong Kong,Hong Kong,,,425,12,,20161007,1475830228,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
2194592743396253647,Organic Search,15453,United States,not available in demo dataset,,,1481,5,,20160927,1475003178,PAGE,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,
6654188266960746984,Organic Search,1526835,United Kingdom,not available in demo dataset,,,1527,7,,20160825,1472124304,EVENT,,,3500000,,GGOEGAAX0037,Google Sunglasses,Home/Lifestyle/Fun/,(not set),,,,,,Fun,,/google+redesign/,1,1,
